stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
EDNA1,"Édit de Nantes",,47.21442964,-1.56870764,,,0,EDNA,1
EDNA2,"Édit de Nantes",,47.21443813,-1.56845711,,,0,EDNA,1
EDRE1,"Erdreau",,47.29114983,-1.50127235,,,0,EDRE,2
EDRE2,"Erdreau",,47.29096574,-1.50139150,,,0,EDRE,2
EGAN1,"Eglantine",,47.23518001,-1.58810150,,,0,EGAN,1
EGAN2,"Eglantine",,47.23517102,-1.58836532,,,0,EGAN,1
EGLI1,"Egalité",,47.20922862,-1.58844494,,,0,EGLI,1
EGLI2,"Egalité",,47.20939483,-1.58885365,,,0,EGLI,1
EGLI3,"Égalité",,47.20936337,-1.58713307,,,0,EGLI,1
EGLI4,"Égalité",,47.20837059,-1.58719244,,,0,EGLI,2
EGLI6,"Égalité",,47.20898603,-1.58763409,,,0,EGLI,1
EINS1,"Einstein",,47.26413048,-1.57104228,,,0,EINS,1
EINS2,"Einstein",,47.26404511,-1.57090373,,,0,EINS,1
ELIS1,"Eglise",,47.16854462,-1.72018447,,,0,ELIS,1
ELIS2,"Eglise",,47.16854462,-1.72018447,,,0,ELIS,1
EMBE1,"Embellie",,47.26472122,-1.51869135,,,0,EMBE,1
EMBE2,"Embellie",,47.26545322,-1.51834723,,,0,EMBE,1
ENCO1,"Ennerie - Corbon",,47.14187209,-1.70509475,,,0,ENCO,1
ENCO2,"Ennerie - Corbon",,47.14187671,-1.70496308,,,0,ENCO,1
EPEL1,"Écoles",,47.19778763,-1.75927383,,,0,EPEL,1
EPEL2,"Écoles",,47.19752281,-1.75912140,,,0,EPEL,1
EPIN1,"Épinais",,47.13623648,-1.61055297,,,0,EPIN,2
EPIN2,"Épinais",,47.13623648,-1.61055297,,,0,EPIN,2
EPYY1,"Epinay",,47.29234637,-1.48692971,,,0,EPYY,2
EPYY2,"Epinay",,47.29226090,-1.48679122,,,0,EPYY,1
EQPE1,"Équipement",,47.22381394,-1.57536864,,,0,EQPE,1
EQPE2,"Équipement",,47.22389035,-1.57577086,,,0,EQPE,1
ERAC1,"Erdre Active",,47.28314713,-1.54397669,,,0,ERAC,2
ERAC2,"Erdre Active",,47.28314269,-1.54410872,,,0,ERAC,2
ERDI1,"Éraudière",,47.24175708,-1.53475725,,,0,ERDI,1
ERDI2,"Éraudière",,47.24166281,-1.53488267,,,0,ERDI,1
ERDI3,"Éraudière",,47.24261575,-1.53520295,,,0,ERDI,2
ERDI4,"Éraudière",,47.24302347,-1.53486216,,,0,ERDI,2
ESCA1,"Escall",,47.19941211,-1.50288652,,,0,ESCA,1
ESCA2,"Escall",,47.19939893,-1.50328200,,,0,ESCA,1
ESOR1,"Écoles",,47.14544898,-1.52753353,,,0,ESOR,1
ESOR2,"Écoles",,47.14665823,-1.52907292,,,0,ESOR,1
ESUE1,"Eugène Sue",,47.23328862,-1.59602902,,,0,ESUE,2
ESUE2,"Eugène Sue",,47.23329312,-1.59589711,,,0,ESUE,2
EUCA1,"Europe",,47.26016529,-1.50407499,,,0,EUCA,2
EUCA2,"Europe",,47.26119756,-1.50282619,,,0,EUCA,2
EUVE1,"Europe",,47.17300614,-1.47629459,,,0,EUVE,1
EUVE2,"Europe",,47.17308726,-1.47656452,,,0,EUVE,1
EVET1,"École Vétérinaire",,47.28998722,-1.52263248,,,0,EVET,1
EVET2,"École Vétérinaire",,47.29095344,-1.52336413,,,0,EVET,1
EVRD1,"Evardière",,47.29879071,-1.56616373,,,0,EVRD,2
EVRD2,"Evardière",,47.29823324,-1.56400472,,,0,EVRD,2
FACU1,"Facultés",,47.24584828,-1.55502498,,,0,FACU,1
FACU2,"Facultés",,47.24565523,-1.55540772,,,0,FACU,1
FACU3,"Facultés",,47.24682322,-1.55549273,,,0,FACU,1
FACU4,"Facultés",,47.24682767,-1.55536079,,,0,FACU,2
FADI1,"Fardière",,47.19841902,-1.60694590,,,0,FADI,1
FADI2,"Fardière",,47.19820813,-1.60521242,,,0,FADI,1
FALI1,"Fallières",,47.22493741,-1.57941718,,,0,FALI,1
FALI2,"Fallières",,47.22502725,-1.57942376,,,0,FALI,1
FANE1,"Faneurs",,47.21375066,-1.70259309,,,0,FANE,1
FANE2,"Faneurs",,47.21377376,-1.70193386,,,0,FANE,1
FATA1,"Fantaisie",,47.25283697,-1.56942314,,,0,FATA,2
FATA2,"Fantaisie",,47.25269750,-1.56822243,,,0,FATA,2
FAUV1,"Fauvelière",,47.28299968,-1.50531922,,,0,FAUV,2
FAUV2,"Fauvelière",,47.28283317,-1.50491020,,,0,FAUV,2
FBAU1,"François Baudry",,47.26252041,-1.67306746,,,0,FBAU,1
FBAU2,"François Baudry",,47.26228759,-1.67199149,,,0,FBAU,2
FBLA2,"Fresche Blanc",,47.25312647,-1.55820038,,,0,FBLA,2
FBLA3,"Fresche Blanc",,47.25290149,-1.55686119,,,0,FBLA,1
FDDR2,"Fac de Droit",,47.24378547,-1.55209745,,,0,FDDR,1
FDDR3,"Fac de Droit",,47.24369562,-1.55209091,,,0,FDDR,1
FDLE1,"Fac de Lettres",,47.24559572,-1.55183232,,,0,FDLE,1
FDLE2,"Fac de Lettres",,47.24541603,-1.55181925,,,0,FDLE,1
FERI1,"Ferrière",,47.24335125,-1.59147869,,,0,FERI,1
FERI2,"Ferrière",,47.24307723,-1.59159082,,,0,FERI,1
FERI3,"Ferrière",,47.24435750,-1.59102357,,,0,FERI,1
FERI4,"Ferrière",,47.24445633,-1.59076630,,,0,FERI,1
FFAU1,"Félix Faure",,47.22733500,-1.56980855,,,0,FFAU,1
FFAU2,"Félix Faure",,47.22698903,-1.56938663,,,0,FFAU,1
FFAU3,"Félix Faure",,47.22714190,-1.57019110,,,0,FFAU,1
FFAU4,"Félix Faure",,47.22768991,-1.56996669,,,0,FFAU,1
FGRI1,"Fief Guérin",,47.14396105,-1.66076091,,,0,FGRI,2
FGRI2,"Fief Guérin",,47.14388036,-1.66049085,,,0,FGRI,2
FLAN1,"Flandre",,47.28564602,-1.54733483,,,0,FLAN,1
FLAN2,"Flandre",,47.28575364,-1.54681321,,,0,FLAN,1
FLEU1,"Fleuriaye",,47.29850645,-1.49941791,,,0,FLEU,1
FLEU2,"Fleuriaye",,47.29841221,-1.49954353,,,0,FLEU,2
FLEU3,"Fleuriaye",,47.29920327,-1.50012990,,,0,FLEU,1
FLEU4,"Fleuriaye",,47.29893373,-1.50011054,,,0,FLEU,1
FLRI1,"Floride",,47.21348186,-1.60369399,,,0,FLRI,1
FLRI2,"Floride",,47.21348186,-1.60369399,,,0,FLRI,1
FLTR1,"Flora Tristan",,47.17633201,-1.54389596,,,0,FLTR,2
FLTR2,"Flora Tristan",,47.17579736,-1.54372512,,,0,FLTR,1
FLUR1,"Fleurs",,47.21583272,-1.71768908,,,0,FLUR,1
FLUR2,"Fleurs",,47.21590864,-1.71809144,,,0,FLUR,1
FMIT1,"François Mitterrand",,47.22203468,-1.63790515,,,0,FMIT,1
FMIT2,"François Mitterrand",,47.22210178,-1.63857119,,,0,FMIT,1
FMIT4,"François Mitterrand",,47.22194029,-1.63803035,,,0,FMIT,1
FMIT5,"François Mitterrand",,47.22201649,-1.63843264,,,0,FMIT,1
FMIT6,"François Mitterrand",,47.22209268,-1.63883494,,,0,FMIT,1
FMIT7,"François Mitterrand",,47.22218707,-1.63870974,,,0,FMIT,1
FNLL1,"Fresnel",,47.24286067,-1.52333113,,,0,FNLL,2
FNLL2,"Fresnel",,47.24304037,-1.52334410,,,0,FNLL,1
FNSO1,"Fenaison",,47.26970664,-1.59248947,,,0,FNSO,1
FOC78,"Foch-Cathédrale",,47.21971125,-1.55021528,,,0,FOCH,1
FOCH1,"Foch-Cathédrale",,47.21925758,-1.55031451,,,0,FOCH,1
FOCH3,"Foch-Cathédrale",,47.21925313,-1.55044639,,,0,FOCH,1
FOCH4,"Foch-Cathédrale",,47.21879002,-1.55055815,,,0,FOCH,1
FOCH5,"Foch-Cathédrale",,47.21978776,-1.55061743,,,0,FOCH,1
FOND1,"Fonderies",,47.20641203,-1.54396268,,,0,FOND,1
FOND2,"Fonderies",,47.20642091,-1.54369900,,,0,FOND,1
FORU2,"Forum d'Orvault",,47.25443054,-1.61517856,,,0,FORU,2
FORU3,"Forum d'Orvault",,47.25407117,-1.61515199,,,0,FORU,1
FOTA1,"Fontaine",,47.20535781,-1.48930440,,,0,FOTA,1
FOTA2,"Fontaine",,47.20554189,-1.48918540,,,0,FOTA,1
FOUL1,"Foulquier",,47.30964675,-1.54603463,,,0,FOUL,1
FOUL2,"Foulquier",,47.30972771,-1.54630536,,,0,FOUL,1
FRAC1,"Frachon",,47.21895013,-1.62022527,,,0,FRAC,1
FRAC2,"Frachon",,47.21911170,-1.62076603,,,0,FRAC,1
FRBA1,"Frébaudière",,47.27223426,-1.62655239,,,0,FRBA,1
FRBA2,"Frébaudière",,47.27246750,-1.62762836,,,0,FRBA,1
FRCH1,"Fraîches",,47.17455019,-1.48948053,,,0,FRCH,1
FRCH2,"Fraîches",,47.17487894,-1.49042860,,,0,FRCH,1
FRET1,"Forêt",,47.24434320,-1.57554795,,,0,FRET,1
FRET2,"Forêt",,47.24425784,-1.57540945,,,0,FRET,1
FRGA1,"Frégate",,47.23525876,-1.47570796,,,0,FRGA,2
FRGA2,"Frégate",,47.23524567,-1.47610372,,,0,FRGA,2
FRII1,"François II",,47.21848493,-1.68311956,,,0,FRII,1
FRII2,"François II",,47.21832825,-1.68244676,,,0,FRII,1
FRKL1,"Franklin",,47.22581434,-1.61967530,,,0,FRKL,1
FRKL2,"Franklin",,47.22590418,-1.61968194,,,0,FRKL,1
FRMO1,"Frémoire",,47.15233586,-1.47495529,,,0,FRMO,2
FRMO2,"Frémoire",,47.15328061,-1.47634280,,,0,FRMO,2
FRNE1,"Frênes",,47.25323850,-1.48757200,,,0,FRNE,1
FRNE2,"Frênes",,47.25332835,-1.48757843,,,0,FRNE,1
FRON3,"Frêne Rond",,47.19035074,-1.49642323,,,0,FRON,1
FRON4,"Frêne Rond",,47.19026089,-1.49641680,,,0,FRON,1
FRRR1,"Frères Rousseau",,47.12616001,-1.62855094,,,0,FRRR,2
FRRR2,"Frères Rousseau",,47.12616001,-1.62855094,,,0,FRRR,1
FTAB1,"Félix Tableau",,47.18749187,-1.54681885,,,0,FTAB,1
FTAB2,"Félix Tableau",,47.18740202,-1.54681233,,,0,FTAB,1
FTAB3,"Félix Tableau",,47.18801317,-1.54738515,,,0,FTAB,1
FTAB4,"Félix Tableau",,47.18821064,-1.54687100,,,0,FTAB,1
FTDO1,"Fructidor",,47.24010857,-1.55963273,,,0,FTDO,2
FTDO2,"Fructidor",,47.23934077,-1.56103150,,,0,FTDO,1
GADO1,"Gandonnière",,47.30703916,-1.54054855,,,0,GADO,2
GADO2,"Gandonnière",,47.30712900,-1.54055507,,,0,GADO,2
GAGN1,"Gagnerie",,47.23223523,-1.50709391,,,0,GAGN,1
GAGN2,"Gagnerie",,47.23222643,-1.50735772,,,0,GAGN,1
GAIL1,"Garillère",,47.19251060,-1.52075715,,,0,GAIL,1
GAIL2,"Garillère",,47.19240751,-1.52114610,,,0,GAIL,1
GALH1,"Galheur",,47.16661045,-1.58096284,,,0,GALH,2
GALH2,"Galheur",,47.16673615,-1.57991548,,,0,GALH,1
GAMB1,"Gambetta",,47.22361937,-1.53846843,,,0,GAMB,1
GAMB2,"Gambetta",,47.22361937,-1.53846843,,,0,GAMB,1
GATI1,"Gâtine",,47.21341590,-1.66053039,,,0,GATI,1
GATI2,"Gâtine",,47.21324994,-1.66012141,,,0,GATI,1
GAUT1,"Gautellerie",,47.17741844,-1.60209659,,,0,GAUT,1
GAUT2,"Gautellerie",,47.17741393,-1.60222835,,,0,GAUT,1
GBLO1,"Grand Blottereau",,47.22975836,-1.51114692,,,0,GBLO,1
GBLO2,"Grand Blottereau",,47.22975396,-1.51127882,,,0,GBLO,1
GBNI1,"Guiblinière",,47.29231724,-1.52028568,,,0,GBNI,1
GBNI2,"Guiblinière",,47.29240267,-1.52042422,,,0,GBNI,1
GBTA1,"Grande-Bretagne",,47.26220784,-1.50223727,,,0,GBTA,2
GBTA2,"Grande-Bretagne",,47.26229769,-1.50224372,,,0,GBTA,2
GCAR1,"Grand Carcouët",,47.23150986,-1.59272469,,,0,GCAR,1
GCAR2,"Grand Carcouët",,47.23159521,-1.59286320,,,0,GCAR,1
GCAR3,"Grand Carcouët",,47.23109211,-1.59176840,,,0,GCAR,1
GCAR4,"Grand Carcouët",,47.23134815,-1.59218390,,,0,GCAR,1
GCEN1,"Grande Censive",,47.25255738,-1.54837028,,,0,GCEN,1
GCEN2,"Grande Censive",,47.25205925,-1.54978913,,,0,GCEN,1
GCEN3,"Grande Censive",,47.25134494,-1.54960493,,,0,GCEN,1
GCH98,"Gachet",,47.29327618,-1.52392909,,,0,GCHE,2
GCHE1,"Gachet",,47.29336602,-1.52393558,,,0,GCHE,1
GCHE2,"Gachet",,47.29264726,-1.52388364,,,0,GCHE,1
GCSO1,"Glacisol",,47.25168445,-1.50452395,,,0,GCSO,1
GCSO2,"Glacisol",,47.25150915,-1.50437908,,,0,GCSO,1
GDCH2,"Gare de Chantenay",,47.19777787,-1.59408033,,,0,GDCH,1
GDCH3,"Gare de Chantenay",,47.19779136,-1.59368488,,,0,GDCH,1
GDCH4,"Gare de Chantenay",,47.19780080,-1.59340806,,,0,GDCH,1
GDCH5,"Gare de Chantenay",,47.19783622,-1.59500965,,,0,GDCH,1
GDEN2,"Goldens",,47.16205211,-1.49967993,,,0,GDEN,1
GDFI1,"Grand Fief",,47.12571619,-1.62574668,,,0,GDFI,2
GDFI2,"Grand Fief",,47.12563088,-1.62560840,,,0,GDFI,2
GDNN1,"Gendronnerie",,47.12732846,-1.63906358,,,0,GDNN,1
GDNN2,"Gendronnerie",,47.12702253,-1.64009670,,,0,GDNN,1
GDOU1,"Grande Ouche",,47.18135389,-1.57913541,,,0,GDOU,1
GDOU2,"Grande Ouche",,47.18133597,-1.57966252,,,0,GDOU,1
GDPI1,"Grande Pièce",,47.19909801,-1.50960328,,,0,GDPI,2
GDPI2,"Grande Pièce",,47.19907160,-1.51039424,,,0,GDPI,1
GDRE1,"Guindré",,47.23950772,-1.53737156,,,0,GDRE,1
GDRE2,"Guindré",,47.23922045,-1.53787973,,,0,GDRE,1
GELL2,"Grande Noëlle",,47.16232808,-1.50220869,,,0,GELL,1
GERA1,"Géraudière",,47.26173999,-1.56716305,,,0,GERA,2
GERA2,"Géraudière",,47.26173999,-1.56716305,,,0,GERA,1
GERA3,"Géraudière",,47.26266076,-1.56656877,,,0,GERA,2
GERA4,"Géraudière",,47.26289456,-1.56764428,,,0,GERA,2
GERA5,"Géraudière",,47.26222047,-1.56627201,,,0,GERA,2
GESV1,"Gesvrine",,47.27008695,-1.55202630,,,0,GESV,1
GESV2,"Gesvrine",,47.26981296,-1.55213869,,,0,GESV,1
GEVR1,"Gesvres",,47.26389566,-1.54866514,,,0,GEVR,1
GEVR2,"Gesvres",,47.26362612,-1.54864554,,,0,GEVR,1
GGAU1,"Gergaudière",,47.28965609,-1.58588183,,,0,GGAU,2
GGAU2,"Gergaudière",,47.28984026,-1.58576298,,,0,GGAU,2
GGNO1,"Grignon",,47.21638639,-1.46630003,,,0,GGNO,1
GGNO2,"Grignon",,47.21647189,-1.46643829,,,0,GGNO,1
GGUI1,"Gauguin",,47.16669088,-1.55468713,,,0,GGUI,1
GGUI2,"Gauguin",,47.16692925,-1.55562893,,,0,GGUI,1
GIAR1,"Gilarderie",,47.18606472,-1.68293107,,,0,GIAR,1
GIAR2,"Gilarderie",,47.18589884,-1.68252224,,,0,GIAR,1
GIBR1,"Gibraye",,47.20513022,-1.51505887,,,0,GIBR,1
GIBR2,"Gibraye",,47.20495660,-1.51755738,,,0,GIBR,1
GIND1,"Gare d'Indre",,47.20496928,-1.66254284,,,0,GIND,1
GIND2,"Gare d'Indre",,47.20522050,-1.66309030,,,0,GIND,1
GIQU1,"Gicquelière",,47.25816395,-1.45842451,,,0,GIQU,1
GIQU2,"Gicquelière",,47.25814223,-1.45908439,,,0,GIQU,1
GLAU1,"Grillaud",,47.21972216,-1.58181162,,,0,GLAU,1
GLAU2,"Grillaud",,47.22027019,-1.58158736,,,0,GLAU,1
GLDE1,"Grande Lande",,47.19246766,-1.49776396,,,0,GLDE,1
GLDE2,"Grande Lande",,47.19229235,-1.49761927,,,0,GLDE,1
GLEI1,"Grolerie",,47.17268334,-1.47244142,,,0,GLEI,1
GLEI2,"Grolerie",,47.17277319,-1.47244781,,,0,GLEI,1
GLIE1,"Gilière",,47.29942955,-1.55257368,,,0,GLIE,2
GLIE2,"Gilière",,47.29922316,-1.55335302,,,0,GLIE,1
GLNE1,"Galarne",,47.20814414,-1.52994633,,,0,GLNE,1
GLNE2,"Galarne",,47.20824284,-1.52968912,,,0,GLNE,1
GLOU1,"Grange au Loup",,47.26383873,-1.51545241,,,0,GLOU,1
GLOU2,"Grange au Loup",,47.26365022,-1.51570343,,,0,GLOU,1
GMAR1,"Gare Maritime",,47.20705322,-1.57295377,,,0,GMAR,1
GMAR2,"Gare Maritime",,47.20703980,-1.57334929,,,0,GMAR,1
GMAR3,"Gare Maritime",,47.20688247,-1.57267696,,,0,GMAR,1
GMAR4,"Gare Maritime",,47.20622672,-1.57342205,,,0,GMAR,1
GMAR5,"Gare Maritime",,47.20640193,-1.57356702,,,0,GMAR,1
GMAR9,"Gare Maritime",,47.20523842,-1.57334983,,,0,GMAR,1
GMOL1,"Guy Mollet",,47.24904183,-1.55380245,,,0,GMOL,1
GMOL2,"Guy Mollet",,47.24912277,-1.55407288,,,0,GMOL,1
GMOL3,"Guy Mollet",,47.24928020,-1.55474569,,,0,GMOL,2
GNRA1,"Greneraie",,47.19973652,-1.53356759,,,0,GNRA,1
GNRA2,"Greneraie",,47.19955683,-1.53355459,,,0,GNRA,1
GNRA3,"Greneraie",,47.19970552,-1.53449037,,,0,GNRA,1
GNRA4,"Greneraie",,47.19927843,-1.53379875,,,0,GNRA,1
GNRA5,"Greneraie",,47.19948912,-1.53288896,,,0,GNRA,1
GNRA6,"Greneraie",,47.19930942,-1.53287597,,,0,GNRA,1
GNRA7,"Greneraie",,47.19910759,-1.53352211,,,0,GNRA,1
GNRA8,"Greneraie",,47.19990736,-1.53384424,,,0,GNRA,2
GOBI2,"Gobinière",,47.24963128,-1.58691364,,,0,GOBI,1
GOBI3,"Gobinière",,47.24935726,-1.58702581,,,0,GOBI,1
GOLF1,"Golf",,47.23649968,-1.60486096,,,0,GOLF,2
GOLF2,"Golf",,47.23624819,-1.60431345,,,0,GOLF,2
GONI1,"Gournière",,47.26837456,-1.54938768,,,0,GONI,1
GONI2,"Gournière",,47.26837456,-1.54938768,,,0,GONI,1
GPOR1,"Grand Portail",,47.20225108,-1.52304507,,,0,GPOR,1
GPOR2,"Grand Portail",,47.20142037,-1.52364591,,,0,GPOR,1
GPRO1,"Gare de Pont Rousseau",,47.19291920,-1.54879820,,,0,GPRO,1
GPRO2,"Gare de Pont Rousseau",,47.19308111,-1.54933848,,,0,GPRO,1
GRAM1,"Grammoire",,47.18357282,-1.47268780,,,0,GRAM,2
GRAM2,"Grammoire",,47.18365395,-1.47295778,,,0,GRAM,2
GRCH1,"Grand Chemin",,47.19735309,-1.78408692,,,0,GRCH,1
GRCH2,"Grand Chemin",,47.19727269,-1.78381640,,,0,GRCH,1
GRE77,"Gare de l'Etat",,47.20396460,-1.56043723,,,0,GRET,1
GRET1,"Gare de l'Etat",,47.20397352,-1.56017356,,,0,GRET,1
GRET2,"Gare de l'Etat",,47.20469674,-1.56009406,,,0,GRET,1
GRIM1,"Grimm",,47.21664063,-1.64543628,,,0,GRIM,1
GRIM2,"Grimm",,47.21606058,-1.64658287,,,0,GRIM,1
GRIM3,"Grimm",,47.21618687,-1.64553470,,,0,GRIM,1
GRIM4,"Grimm",,47.21687826,-1.64637935,,,0,GRIM,1
GRMA1,"Grimau",,47.22776755,-1.65446267,,,0,GRMA,2
GRMA2,"Grimau",,47.22829746,-1.65476667,,,0,GRMA,2
GROR1,"Garenne",,47.26509152,-1.62734593,,,0,GROR,1
GROR2,"Garenne",,47.26507792,-1.62774187,,,0,GROR,1
GRPO1,"Gripots",,47.19239539,-1.49181313,,,0,GRPO,1
GRPO2,"Gripots",,47.19248962,-1.49168774,,,0,GRPO,1
GRTE1,"Garotterie",,47.22499944,-1.60665786,,,0,GRTE,1
GRTE2,"Garotterie",,47.22436152,-1.60687526,,,0,GRTE,2
GRVI1,"Guérivières",,47.20535928,-1.46749872,,,0,GRVI,1
GRVI2,"Guérivières",,47.20518393,-1.46735410,,,0,GRVI,1
GRZI1,"Grezillières",,47.21426080,-1.47883802,,,0,GRZI,1
GRZI2,"Grezillières",,47.21436811,-1.47831696,,,0,GRZI,1
GSAN1,"George Sand",,47.16575765,-1.54497861,,,0,GSAN,1
GSAN2,"George Sand",,47.16582084,-1.54577558,,,0,GSAN,1
GSEN1,"Grasse Noue",,47.28024494,-1.58188223,,,0,GSEN,2
GSEN2,"Grasse Noue",,47.28024494,-1.58188223,,,0,GSEN,2
GSIN1,"Grassinière",,47.16574186,-1.50786789,,,0,GSIN,1
GSIN2,"Grassinière",,47.16573746,-1.50799964,,,0,GSIN,1
GSNO1,"Gare Nord",,47.21782151,-1.54214643,,,0,GSNO,1
GSNO2,"Gare Nord",,47.21780375,-1.54267391,,,0,GSNO,1
GSSU3,"Gare Sud",,47.21603789,-1.54162055,,,0,GSSU,1
GSSU4,"Gare Sud",,47.21592585,-1.54227337,,,0,GSSU,1
GSSU5,"Gare Sud",,47.21548106,-1.54210894,,,0,GSSU,1
GSSU7,"Gare Sud",,47.21531024,-1.54183218,,,0,GSSU,2
GTAE1,"Grootaers",,47.23971251,-1.58459890,,,0,GTAE,1
GTAE2,"Grootaers",,47.23942504,-1.58510682,,,0,GTAE,1
GTLA1,"Garettes-Landreau",,47.27325700,-1.63086301,,,0,GTLA,1
GTLA2,"Garettes-Landreau",,47.27308640,-1.63058567,,,0,GTLA,1
GTVE1,"Gaston Veil",,47.21007269,-1.55559512,,,0,GTVE,1
GTVE2,"Gaston Veil",,47.21016254,-1.55560165,,,0,GTVE,1
GULO1,"Guilloterie",,47.17236984,-1.55721314,,,0,GULO,1
GULO2,"Guilloterie",,47.17254507,-1.55735797,,,0,GULO,1
GURO2,"Gustave Roch",,47.20406998,-1.55198669,,,0,GURO,2
GURO3,"Gustave Roch",,47.20353090,-1.55194752,,,0,GURO,1
GVNO1,"Gare de Vertou Nord",,47.18707788,-1.47835377,,,0,GVNO,1
GVNO2,"Gare de Vertou Nord",,47.18707351,-1.47848557,,,0,GVNO,1
GVSU1,"Gare de Vertou Sud",,47.18560278,-1.47666336,,,0,GVSU,1
GVSU2,"Gare de Vertou Sud",,47.18587233,-1.47668256,,,0,GVSU,1
HAL59,"Haluchère - Batignolles",,47.24963011,-1.52289395,,,0,HALU,1
HAL68,"Haluchère - Batignolles",,47.24906740,-1.52086932,,,0,HALU,1
HAL98,"Haluchère - Batignolles",,47.24917204,-1.52312542,,,0,HALU,1
HALA1,"Haluchère - Batignolles",,47.24894224,-1.52191843,,,0,HALU,1
HALA2,"Haluchère - Batignolles",,47.24919412,-1.52246568,,,0,HALU,1
HALA4,"Haluchère - Batignolles",,47.24945041,-1.52288098,,,0,HALU,1
HALD1,"Haluchère - Batignolles",,47.24936057,-1.52287449,,,0,HALU,1
HALE2,"Haluchère - Batignolles",,47.24892458,-1.52244622,,,0,HALU,1
HALF1,"Haluchère - Batignolles",,47.24929945,-1.52362401,,,0,HALU,1
HALF2,"Haluchère - Batignolles",,47.24916321,-1.52338932,,,0,HALU,1
HALF3,"Haluchère - Batignolles",,47.24896672,-1.52307092,,,0,HALU,1
HALG1,"Haluchère - Batignolles",,47.24830448,-1.52213693,,,0,HALU,1
HARO1,"Harouys",,47.21689016,-1.56706301,,,0,HARO,1
HARO2,"Harouys",,47.21707431,-1.56694425,,,0,HARO,1
HAUB1,"Haubans",,47.21462644,-1.53001825,,,0,HAUB,1
HAUB2,"Haubans",,47.21444674,-1.53000526,,,0,HAUB,1
HAV59,"Halvêque",,47.25709026,-1.52065450,,,0,HAVE,1
HAVE1,"Halvêque",,47.25746288,-1.52028452,,,0,HAVE,1
HAVE2,"Halvêque",,47.25709026,-1.52065450,,,0,HAVE,1
HAVE3,"Halvêque",,47.25949687,-1.51871145,,,0,HAVE,2
HAVE4,"Halvêque",,47.25884147,-1.51945794,,,0,HAVE,1
HBA99,"Hangar à Bananes",,47.20029693,-1.57298880,,,0,HBAN,1
HBAN1,"Hangar à Bananes",,47.20028798,-1.57325245,,,0,HBAN,1
HBAN2,"Hangar à Bananes",,47.20048109,-1.57287010,,,0,HBAN,1
HBAN9,"Hangar à Bananes",,47.19903015,-1.57316056,,,0,HBAN,2
HBDE1,"Halbarderie",,47.26838103,-1.43798042,,,0,HBDE,1
HBDE2,"Halbarderie",,47.26829118,-1.43797408,,,0,HBDE,1
HBLI1,"Hôpital Bellier",,47.22130324,-1.52428746,,,0,HBLI,1
HBLI2,"Hôpital Bellier",,47.22101603,-1.52479552,,,0,HBLI,1
HBRA1,"Herbray",,47.15021597,-1.47097588,,,0,HBRA,2
HBRA2,"Herbray",,47.15048552,-1.47099504,,,0,HBRA,2
HCOU1,"Hauts de Couëron",,47.24056965,-1.66970210,,,0,HCOU,2
HDIE1,"Haudrière",,47.15464647,-1.46772599,,,0,HDIE,1
HDIE2,"Haudrière",,47.15447112,-1.46758151,,,0,HDIE,1
HERM1,"Hermeland",,47.23058116,-1.61725107,,,0,HERM,1
HERM2,"Hermeland",,47.23067100,-1.61725771,,,0,HERM,2
HERM3,"Hermeland",,47.22979068,-1.61666372,,,0,HERM,1
HERM4,"Hermeland",,47.22996584,-1.61680890,,,0,HERM,1
HFLE1,"Hameau Fleuri",,47.25097895,-1.58965810,,,0,HFLE,1
HFLE2,"Hameau Fleuri",,47.25106430,-1.58979665,,,0,HFLE,1
HFVE1,"Haute Forêt",,47.16831427,-1.46565950,,,0,HFVE,1
HFVE2,"Haute Forêt",,47.16796356,-1.46537048,,,0,HFVE,1
HGNR1,"Haute Gournière",,47.26741198,-1.54587749,,,0,HGNR,2
HGNR2,"Haute Gournière",,47.26786564,-1.54577813,,,0,HGNR,2
HILE1,"Haute Ile",,47.19395457,-1.55548008,,,0,HILE,2
HILE2,"Haute Ile",,47.19464662,-1.55632322,,,0,HILE,2
HIND1,"Haute Indre",,47.19540815,-1.64993520,,,0,HIND,2
HIND2,"Haute Indre",,47.19450974,-1.64986829,,,0,HIND,2
HIPP1,"Hippodrome",,47.24705518,-1.56728130,,,0,HIPP,1
HIPP2,"Hippodrome",,47.24758084,-1.56771648,,,0,HIPP,1
HLAN1,"Haute Lande",,47.15477271,-1.52345288,,,0,HLAN,1
HLAN2,"Haute Lande",,47.15386538,-1.52365156,,,0,HLAN,1
HLLR1,"Hillière",,47.28782561,-1.42995678,,,0,HLLR,2
HMLL1,"Houmaille",,47.18901359,-1.58696260,,,0,HMLL,1
HMLL2,"Houmaille",,47.18910344,-1.58696919,,,0,HMLL,1
HOD58,"Hôtel Dieu",,47.21206712,-1.55521149,,,0,HODI,1
HOD59,"Hôtel Dieu",,47.21207602,-1.55494778,,,0,HODI,1
HOD96,"Hôtel Dieu",,47.21290162,-1.55183548,,,0,HODI,1
HODI1,"Hôtel Dieu",,47.21212500,-1.55349737,,,0,HODI,1
HODI2,"Hôtel Dieu",,47.21151388,-1.55292423,,,0,HODI,1
HODI3,"Hôtel Dieu",,47.21260093,-1.55273889,,,0,HODI,1
